       58	2023-01-02 05:41:33	1	255	1	0
       45	2023-01-02 06:23:16	1	255	1	0
       47	2023-01-02 06:36:11	1	255	1	0
      121	2023-01-02 06:41:35	1	255	1	0
       56	2023-01-02 06:44:39	1	255	1	0
       96	2023-01-02 06:46:30	1	255	1	0
       38	2023-01-02 06:56:43	1	255	1	0
      134	2023-01-02 07:02:01	1	255	1	0
      128	2023-01-02 07:03:30	1	255	1	0
      130	2023-01-02 07:03:54	1	255	1	0
      122	2023-01-02 07:11:48	1	255	1	0
      129	2023-01-02 07:12:27	1	255	1	0
       82	2023-01-02 07:31:44	1	255	1	0
       82	2023-01-02 07:31:45	1	255	1	0
        0	2023-01-02 07:36:04	1	201	1	0
      104	2023-01-02 07:36:06	1	255	1	0
       94	2023-01-02 07:41:12	1	255	1	0
      133	2023-01-02 07:53:25	1	255	1	0
       28	2023-01-02 08:04:41	1	255	1	0
       54	2023-01-02 08:13:34	1	255	1	0
       94	2023-01-02 17:32:13	1	255	1	0
      134	2023-01-02 17:36:02	1	255	1	0
      107	2023-01-02 18:08:08	1	255	1	0
      123	2023-01-02 18:08:16	1	255	1	0
        0	2023-01-02 18:11:43	1	201	1	0
        0	2023-01-02 18:11:45	1	201	1	0
      122	2023-01-02 18:11:48	1	255	1	0
       47	2023-01-02 18:28:05	1	255	1	0
       55	2023-01-02 18:41:04	1	255	1	0
       23	2023-01-02 18:41:09	1	255	1	0
        0	2023-01-02 18:42:49	1	201	1	0
       39	2023-01-02 18:42:51	1	255	1	0
        0	2023-01-02 18:57:33	1	201	1	0
      133	2023-01-02 18:57:39	1	255	1	0
       45	2023-01-02 18:59:48	1	255	1	0
       58	2023-01-02 19:04:24	1	255	1	0
      121	2023-01-02 19:08:53	1	255	1	0
       96	2023-01-02 19:09:01	1	255	1	0
      128	2023-01-02 19:38:04	1	255	1	0
        0	2023-01-02 19:56:13	1	201	1	0
       56	2023-01-02 19:56:15	1	255	1	0
       82	2023-01-02 20:27:43	1	255	1	0
       43	2023-01-02 20:31:28	1	255	1	0
       56	2023-01-09 06:22:04	1	255	1	0
       47	2023-01-09 06:24:23	1	255	1	0
      135	2023-01-09 06:25:29	1	255	1	0
       16	2023-01-09 06:26:53	1	255	1	0
      128	2023-01-09 06:37:02	1	255	1	0
       57	2023-01-09 06:41:34	1	255	1	0
      121	2023-01-09 06:42:23	1	255	1	0
       87	2023-01-09 06:44:46	1	255	1	0
      107	2023-01-09 06:45:19	1	255	1	0
      130	2023-01-09 06:47:44	1	255	1	0
      130	2023-01-09 06:47:46	1	255	1	0
        0	2023-01-09 06:50:36	1	201	1	0
      126	2023-01-09 06:50:39	1	255	1	0
      117	2023-01-09 06:54:16	1	255	1	0
       20	2023-01-09 06:54:32	1	255	1	0
      129	2023-01-09 07:06:18	1	255	1	0
        0	2023-01-09 07:16:50	1	201	1	0
        0	2023-01-09 07:16:52	1	201	1	0
      123	2023-01-09 07:16:55	1	255	1	0
       94	2023-01-09 07:28:02	1	255	1	0
       58	2023-01-09 07:38:39	1	255	1	0
       23	2023-01-09 07:55:24	1	255	1	0
      134	2023-01-09 07:58:25	1	255	1	0
       54	2023-01-09 08:07:56	1	255	1	0
       82	2023-01-09 12:12:47	1	255	1	0
       48	2023-01-09 13:33:04	1	255	1	0
      134	2023-01-09 17:27:14	1	255	1	0
      134	2023-01-09 17:27:15	1	255	1	0
      123	2023-01-09 17:43:55	1	255	1	0
      104	2023-01-09 18:10:45	1	255	1	0
       57	2023-01-09 18:13:26	1	255	1	0
       82	2023-01-09 18:25:53	1	255	1	0
       20	2023-01-09 18:26:25	1	255	1	0
       42	2023-01-09 18:32:17	1	255	1	0
       47	2023-01-09 18:33:48	1	255	1	0
      113	2023-01-09 18:41:26	1	255	1	0
        0	2023-01-09 18:53:35	1	201	1	0
        0	2023-01-09 18:53:37	1	201	1	0
      136	2023-01-09 18:53:42	1	255	1	0
       78	2023-01-09 18:59:26	1	255	1	0
       58	2023-01-09 19:05:53	1	255	1	0
       87	2023-01-09 19:05:59	1	255	1	0
      128	2023-01-09 19:10:59	1	255	1	0
      135	2023-01-09 19:29:47	1	255	1	0
       56	2023-01-09 19:36:43	1	255	1	0
      121	2023-01-09 19:43:33	1	255	1	0
      117	2023-01-09 19:46:10	1	255	1	0
       48	2023-01-09 20:33:09	1	255	1	0
       52	2023-01-02 06:57:28	1	255	1	0
        0	2023-01-02 19:43:28	1	201	1	0
        0	2023-01-02 19:43:31	1	201	1	0
      130	2023-01-02 19:43:33	1	255	1	0
       66	2023-01-09 13:59:18	1	255	1	0
       40	2023-01-09 19:57:56	1	255	1	0
       57	2023-01-02 07:17:13	1	255	1	0
       28	2023-01-02 08:16:39	1	255	1	0
       11	2023-01-02 08:51:23	1	255	1	0
        8	2023-01-02 09:48:25	1	255	1	0
       11	2023-01-02 16:33:31	1	255	1	0
       40	2023-01-09 06:41:37	1	255	1	0
        0	2023-01-09 07:17:17	1	201	1	0
        0	2023-01-09 07:17:19	1	201	1	0
        0	2023-01-09 07:17:22	1	201	1	0
        0	2023-01-09 07:17:25	1	201	1	0
      114	2023-01-09 08:12:25	1	255	1	0
       11	2023-01-09 08:22:28	1	255	1	0
      116	2023-01-09 09:27:05	1	255	1	0
       81	2023-01-09 17:21:42	1	255	1	0
       11	2023-01-09 19:43:13	1	255	1	0
